Miasto,Powiat,Województwo,Powierzchnia,Liczba ludności,Gęstość zaludnienia,link,lat,lng,SIMC,Kategoria
Stopnica,buski,świętokrzyskie,455,1414,311,https://pl.wikipedia.org/wiki/Stopnica,50.439167,20.940556,0272951,<10k
Stronie Śląskie,kłodzki,dolnośląskie,238,5616,2360,https://pl.wikipedia.org/wiki/Stronie_%C5%9Al%C4%85skie,50.295556,16.8775,0984545[2],<10k
Strumień,cieszyński,śląskie,629,3659,582,https://pl.wikipedia.org/wiki/Strumie%C5%84_(miasto),49.916667,18.763611,0925258,<10k
Stryków,zgierski,łódzkie,815,3428,421,https://pl.wikipedia.org/wiki/Stryk%C3%B3w,51.901111,19.610833,0959240,<10k
Strzegom,świdnicki,dolnośląskie,2049,15873,775,https://pl.wikipedia.org/wiki/Strzegom,50.961111,16.344444,0984551,>10k
Strzelce Krajeńskie,strzelecko-drezdenecki,lubuskie,554,9833,1775,https://pl.wikipedia.org/wiki/Strzelce_Kraje%C5%84skie,52.875556,15.531944,0935742,<10k
Strzelce Opolskie,strzelecki,opolskie,2997,17657,589,https://pl.wikipedia.org/wiki/Strzelce_Opolskie,50.511111,18.300556,0965915,>10k
Strzelin,strzeliński,dolnośląskie,1274,12383,972,https://pl.wikipedia.org/wiki/Strzelin,50.780833,17.064722,0987331,>10k
Strzelno,mogileński,kujawsko-pomorskie,446,5589,1253,https://pl.wikipedia.org/wiki/Strzelno,52.63,18.173056,0929598,<10k
Strzyżów,strzyżowski,podkarpackie,1389,8781,632,https://pl.wikipedia.org/wiki/Strzy%C5%BC%C3%B3w,49.870833,21.791111,0975010,<10k
Sucha Beskidzka,suski,małopolskie,2765,9044,327,https://pl.wikipedia.org/wiki/Sucha_Beskidzka,49.740278,19.588611,0925287,<10k
Suchań,stargardzki,zachodniopomorskie,357,1440,403,https://pl.wikipedia.org/wiki/Sucha%C5%84,53.278611,15.324722,0979716,<10k
Suchedniów,skarżyski,świętokrzyskie,5940,8248,139,https://pl.wikipedia.org/wiki/Suchedni%C3%B3w,51.051667,20.8325,0948360,<10k
Suchowola,sokólski,podlaskie,2595,2137,82,https://pl.wikipedia.org/wiki/Suchowola,53.579444,23.101667,0041312,<10k
Sulechów,zielonogórski,lubuskie,688,16592,2412,https://pl.wikipedia.org/wiki/Sulech%C3%B3w,52.078333,15.620278,0988595,>10k
Sulejów,piotrkowski,łódzkie,2626,6130,233,https://pl.wikipedia.org/wiki/Sulej%C3%B3w,51.352778,19.884722,0968233,<10k
Sulejówek,miński,mazowieckie,1931,19951,1033,https://pl.wikipedia.org/wiki/Sulej%C3%B3wek,52.244167,21.28,0921668,>10k
Sulęcin,sulęciński,lubuskie,856,10005,1169,https://pl.wikipedia.org/wiki/Sul%C4%99cin,52.443889,15.116111,0935759,>10k
Sulmierzyce,krotoszyński,wielkopolskie,2929,2831,97,https://pl.wikipedia.org/wiki/Sulmierzyce,51.605833,17.530833,0937333,<10k
Sułkowice,myślenicki,małopolskie,1646,6658,404,https://pl.wikipedia.org/wiki/Su%C5%82kowice,49.837778,19.795556,0952137,<10k
Supraśl,białostocki,podlaskie,569,4582,805,https://pl.wikipedia.org/wiki/Supra%C5%9Bl,53.211111,23.3375,0923472,<10k
Suraż,białostocki,podlaskie,3386,983,29,https://pl.wikipedia.org/wiki/Sura%C5%BC,52.949722,22.956389,0923510,<10k
Susz,iławski,warmińsko-mazurskie,667,5529,829,https://pl.wikipedia.org/wiki/Susz,53.716944,19.335278,0932979,<10k
Suwałki,Suwałki[a],podlaskie,6551,69639,1063,https://pl.wikipedia.org/wiki/Suwa%C5%82ki,54.101111,22.9325,0977456,>50k
Swarzędz,poznański,wielkopolskie,823,29862,3628,https://pl.wikipedia.org/wiki/Swarz%C4%99dz,52.408333,17.071389,0971502,>10k
Syców,oleśnicki,dolnośląskie,1705,10340,606,https://pl.wikipedia.org/wiki/Syc%C3%B3w,51.31,17.723611,0937379,>10k
Szadek,zduńskowolski,łódzkie,1793,1898,106,https://pl.wikipedia.org/wiki/Szadek,51.691111,18.974167,0976451,<10k
Szamocin,chodzieski,wielkopolskie,467,4192,898,https://pl.wikipedia.org/wiki/Szamocin,53.030278,17.120556,0967096,<10k
Szamotuły,szamotulski,wielkopolskie,1108,18736,1691,https://pl.wikipedia.org/wiki/Szamotu%C5%82y,52.611111,16.578889,0971531,>10k
Szczawnica,nowotarski,małopolskie,3290,5655,172,https://pl.wikipedia.org/wiki/Szczawnica,49.422778,20.482778,0963454,<10k
Szczawno-Zdrój,wałbrzyski,dolnośląskie,1474,5534,375,https://pl.wikipedia.org/wiki/Szczawno-Zdr%C3%B3j,50.799444,16.255,0984574,<10k
Szczebrzeszyn,zamojski,lubelskie,2912,4962,170,https://pl.wikipedia.org/wiki/Szczebrzeszyn,50.694722,22.979444,0987934,<10k
Szczecin,Szczecin[a],zachodniopomorskie,30060,398255,1325,https://pl.wikipedia.org/wiki/Szczecin,53.438056,14.542222,0977976,>250k
Szczecinek,szczecinecki,zachodniopomorskie,4848,39827,822,https://pl.wikipedia.org/wiki/Szczecinek,53.720833,16.686111,0950262,>10k
Szczekociny,zawierciański,śląskie,1803,3532,196,https://pl.wikipedia.org/wiki/Szczekociny,50.6275,19.825278,0932413,<10k
Szczucin,dąbrowski,małopolskie,685,4154,606,https://pl.wikipedia.org/wiki/Szczucin,50.309056,21.074806,0831149,<10k
Szczuczyn,grajewski,podlaskie,1323,3341,253,https://pl.wikipedia.org/wiki/Szczuczyn_(wojew%C3%B3dztwo_podlaskie),53.566111,22.285,0957560,<10k
Szczyrk,bielski,śląskie,3928,5711,145,https://pl.wikipedia.org/wiki/Szczyrk,49.716111,19.026944,0925850,<10k
Szczytna,kłodzki,dolnośląskie,8038,5044,63,https://pl.wikipedia.org/wiki/Szczytna,50.413056,16.447222,0984597,<10k
Szczytno,szczycieński,warmińsko-mazurskie,1062,22813,2148,https://pl.wikipedia.org/wiki/Szczytno,53.562778,20.985278,0964991,>10k
Szepietowo,wysokomazowiecki,podlaskie,284,2157,760,https://pl.wikipedia.org/wiki/Szepietowo,52.869722,22.546389,0407380,<10k
Szklarska Poręba,karkonoski,dolnośląskie,7544,6653,88,https://pl.wikipedia.org/wiki/Szklarska_Por%C4%99ba,50.826667,15.521111,0936368,<10k
Szlichtyngowa,wschowski,lubuskie,155,1266,817,https://pl.wikipedia.org/wiki/Szlichtyngowa,51.711944,16.242222,0954640,<10k
Szprotawa,żagański,lubuskie,1095,11530,1053,https://pl.wikipedia.org/wiki/Szprotawa,51.566667,15.536667,0988603,>10k
Sztum,sztumski,pomorskie,459,9798,2135,https://pl.wikipedia.org/wiki/Sztum,53.921667,19.033611,0932991,<10k
Szubin,nakielski,kujawsko-pomorskie,765,9578,1252,https://pl.wikipedia.org/wiki/Szubin,53.011667,17.743611,0929612,<10k
Szydłowiec,szydłowiecki,mazowieckie,2189,11557,528,https://pl.wikipedia.org/wiki/Szyd%C5%82owiec,51.223889,20.857222,0973895,>10k
Szydłów,staszowski,świętokrzyskie,1621,1095,68,https://pl.wikipedia.org/wiki/Szyd%C5%82%C3%B3w,50.590556,21.002778,0275062,<10k
Ścinawa,lubiński,dolnośląskie,1354,5526,408,https://pl.wikipedia.org/wiki/%C5%9Acinawa,51.411111,16.423056,0954202,<10k
Ślesin,koniński,wielkopolskie,718,3124,435,https://pl.wikipedia.org/wiki/%C5%9Alesin,52.370278,18.306389,0949282,<10k
Śmigiel,kościański,wielkopolskie,530,5621,1061,https://pl.wikipedia.org/wiki/%C5%9Amigiel,52.009167,16.518611,0954656,<10k
Śrem,śremski,wielkopolskie,1237,29176,2359,https://pl.wikipedia.org/wiki/%C5%9Arem,52.088611,17.014722,0971560,>10k
Środa Śląska,średzki,dolnośląskie,1494,9562,640,https://pl.wikipedia.org/wiki/%C5%9Aroda_%C5%9Al%C4%85ska,51.163889,16.595,0987348,<10k
Środa Wielkopolska,średzki,wielkopolskie,2192,23672,1080,https://pl.wikipedia.org/wiki/%C5%9Aroda_Wielkopolska,52.231944,17.266389,0971614,>10k
Świątniki Górne,krakowski,małopolskie,444,2441,550,https://pl.wikipedia.org/wiki/%C5%9Awi%C4%85tniki_G%C3%B3rne,49.934722,19.953889,0337774,<10k
Świdnica,świdnicki,dolnośląskie,2176,56222,2584,https://pl.wikipedia.org/wiki/%C5%9Awidnica,50.844444,16.491667,0984657,>50k
Świdnik,świdnicki,lubelskie,2035,38763,1905,https://pl.wikipedia.org/wiki/%C5%9Awidnik,51.219722,22.7,0957146,>10k
Świdwin,świdwiński,zachodniopomorskie,2238,15338,685,https://pl.wikipedia.org/wiki/%C5%9Awidwin,53.774444,15.776667,0950322,>10k
Świebodzice,świdnicki,dolnośląskie,3043,22642,744,https://pl.wikipedia.org/wiki/%C5%9Awiebodzice,50.859444,16.318056,0984663,>10k
Świebodzin,świebodziński,lubuskie,1693,21550,1273,https://pl.wikipedia.org/wiki/%C5%9Awiebodzin,52.246944,15.533611,0988626,>10k
Świecie,świecki,kujawsko-pomorskie,1187,25486,2147,https://pl.wikipedia.org/wiki/%C5%9Awiecie,53.408333,18.445833,0929664,>10k
Świeradów-Zdrój,lubański,dolnośląskie,2072,3995,193,https://pl.wikipedia.org/wiki/%C5%9Awierad%C3%B3w-Zdr%C3%B3j,50.908333,15.333333,0936457,<10k
Świerzawa,złotoryjski,dolnośląskie,176,2234,1269,https://pl.wikipedia.org/wiki/%C5%9Awierzawa,51.014722,15.892778,0936486,<10k
Świętochłowice,Świętochłowice[a],śląskie,1331,49108,3690,https://pl.wikipedia.org/wiki/%C5%9Awi%C4%99toch%C5%82owice,50.291944,18.917778,0943724,>10k
Świnoujście,Świnoujście[a],zachodniopomorskie,20207,40948,203,https://pl.wikipedia.org/wiki/%C5%9Awinouj%C5%9Bcie,53.907778,14.2475,0979722,>10k
Tarczyn,piaseczyński,mazowieckie,523,4150,793,https://pl.wikipedia.org/wiki/Tarczyn,51.980278,20.833611,0009478,<10k
Tarnobrzeg,Tarnobrzeg[a],podkarpackie,8540,46360,543,https://pl.wikipedia.org/wiki/Tarnobrzeg,50.572778,21.678611,0980085,>10k
Tarnogród,biłgorajski,lubelskie,1069,3304,309,https://pl.wikipedia.org/wiki/Tarnogr%C3%B3d,50.361111,22.741667,0988069,<10k
Tarnowskie Góry,tarnogórski,śląskie,8388,61756,736,https://pl.wikipedia.org/wiki/Tarnowskie_G%C3%B3ry,50.444444,18.855556,0943813,>50k
Tarnów,Tarnów[a],małopolskie,7238,107498,1485,https://pl.wikipedia.org/wiki/Tarn%C3%B3w,50.029167,20.971667,0981570,>100k
Tczew,tczewski,pomorskie,2238,59430,2655,https://pl.wikipedia.org/wiki/Tczew,54.092192,18.777331,0934903,>50k
Terespol,bialski,lubelskie,1011,5457,540,https://pl.wikipedia.org/wiki/Terespol,52.074167,23.611111,0922343,<10k
Tłuszcz,wołomiński,mazowieckie,791,8167,1032,https://pl.wikipedia.org/wiki/T%C5%82uszcz_(powiat_wo%C5%82omi%C5%84ski),52.43,21.436389,0966441,<10k
Tolkmicko,elbląski,warmińsko-mazurskie,229,2644,1155,https://pl.wikipedia.org/wiki/Tolkmicko,54.320219,19.527314,0933000,<10k
Tomaszów Lubelski,tomaszowski,lubelskie,1329,18783,1413,https://pl.wikipedia.org/wiki/Tomasz%C3%B3w_Lubelski,50.453056,23.419167,0988075,>10k
Tomaszów Mazowiecki,tomaszowski,łódzkie,4130,61338,1485,https://pl.wikipedia.org/wiki/Tomasz%C3%B3w_Mazowiecki,51.531389,20.008889,0968300,>50k
Toruń,Toruń[a],kujawsko-pomorskie,11572,198613,1716,https://pl.wikipedia.org/wiki/Toru%C5%84,53.022222,18.611111,0982724,>100k
Torzym,sulęciński,lubuskie,911,2520,277,https://pl.wikipedia.org/wiki/Torzym,52.312778,15.077778,0915484,<10k
Toszek,gliwicki,śląskie,971,3569,368,https://pl.wikipedia.org/wiki/Toszek,50.454167,18.522222,0944126,<10k
Trzcianka,czarnkowsko-trzcianecki,wielkopolskie,1830,17009,929,https://pl.wikipedia.org/wiki/Trzcianka,53.041667,16.461111,0967162,>10k
Trzciel,międzyrzecki,lubuskie,304,2339,769,https://pl.wikipedia.org/wiki/Trzciel,52.364722,15.872778,0935771,<10k
Trzcińsko-Zdrój,gryfiński,zachodniopomorskie,233,2200,944,https://pl.wikipedia.org/wiki/Trzci%C5%84sko-Zdr%C3%B3j,52.965278,14.608056,0979952,<10k
Trzebiatów,gryficki,zachodniopomorskie,1025,9899,966,https://pl.wikipedia.org/wiki/Trzebiat%C3%B3w,54.057222,15.278611,0979969,<10k
Trzebinia,chrzanowski,małopolskie,3194,19507,611,https://pl.wikipedia.org/wiki/Trzebinia,50.159722,19.470556,0944149,>10k
Trzebnica,trzebnicki,dolnośląskie,1061,13314,1255,https://pl.wikipedia.org/wiki/Trzebnica,51.305,17.061389,0987383,>10k
Trzemeszno,gnieźnieński,wielkopolskie,546,7606,1393,https://pl.wikipedia.org/wiki/Trzemeszno,52.561111,17.822222,0929701,<10k
Tuchola,tucholski,kujawsko-pomorskie,1769,13534,765,https://pl.wikipedia.org/wiki/Tuchola,53.58725,17.861167,0929724,>10k
Tuchów,tarnowski,małopolskie,1810,6510,360,https://pl.wikipedia.org/wiki/Tuch%C3%B3w,49.895,21.054167,0982457,<10k
Tuczno,wałecki,zachodniopomorskie,921,1919,208,https://pl.wikipedia.org/wiki/Tuczno,53.193889,16.154444,0967185,<10k
Tuliszków,turecki,wielkopolskie,700,3204,458,https://pl.wikipedia.org/wiki/Tuliszk%C3%B3w,52.076389,18.293611,0949320,<10k
Tułowice,opolski,opolskie,923,4026,436,https://pl.wikipedia.org/wiki/Tu%C5%82owice,50.599167,17.648889,0504090,<10k
Turek,turecki,wielkopolskie,1617,26441,1635,https://pl.wikipedia.org/wiki/Turek,52.013333,18.485278,0949336,>10k
Tuszyn,łódzki wschodni,łódzkie,2325,7237,311,https://pl.wikipedia.org/wiki/Tuszyn,51.609167,19.53,0968569,<10k
Twardogóra,oleśnicki,dolnośląskie,829,6597,796,https://pl.wikipedia.org/wiki/Twardog%C3%B3ra,51.364722,17.469722,0987390,<10k
Tychowo,białogardzki,zachodniopomorskie,396,2485,628,https://pl.wikipedia.org/wiki/Tychowo,53.928333,16.258056,0313839,<10k
Tychy,Tychy[a],śląskie,8181,126871,1551,https://pl.wikipedia.org/wiki/Tychy,50.123611,18.986667,0944534,>100k
Tyczyn,rzeszowski,podkarpackie,967,3983,412,https://pl.wikipedia.org/wiki/Tyczyn,49.965278,22.033056,0975078,<10k
Tykocin,białostocki,podlaskie,2897,1966,68,https://pl.wikipedia.org/wiki/Tykocin,53.205556,22.770833,0043446,<10k
Tyszowce,tomaszowski,lubelskie,1852,2054,111,https://pl.wikipedia.org/wiki/Tyszowce,50.618333,23.709722,0903676,<10k
Ujazd,strzelecki,opolskie,1476,1734,117,https://pl.wikipedia.org/wiki/Ujazd,50.390556,18.354167,0965967,<10k
Ujście,pilski,wielkopolskie,578,3623,627,https://pl.wikipedia.org/wiki/Uj%C5%9Bcie_(miasto),53.0525,16.733056,0967191,<10k
Ulanów,niżański,podkarpackie,820,1427,174,https://pl.wikipedia.org/wiki/Ulan%C3%B3w,50.490278,22.265278,0981386,<10k
Uniejów,poddębicki,łódzkie,1223,2957,242,https://pl.wikipedia.org/wiki/Uniej%C3%B3w,51.97,18.800278,0949359,<10k
Urzędów,kraśnicki,lubelskie,1291,1679,130,https://pl.wikipedia.org/wiki/Urz%C4%99d%C3%B3w,50.993056,22.1425,0392684,<10k
Ustka,słupski,pomorskie,1019,15199,1492,https://pl.wikipedia.org/wiki/Ustka,54.578611,16.869167,0977427,>10k
Ustroń,cieszyński,śląskie,5903,15989,271,https://pl.wikipedia.org/wiki/Ustro%C5%84,49.719167,18.812222,0926677,>10k
Ustrzyki Dolne,bieszczadzki,podkarpackie,1679,8917,531,https://pl.wikipedia.org/wiki/Ustrzyki_Dolne,49.429722,22.586667,0953817,<10k
Wadowice,wadowicki,małopolskie,1054,18379,1744,https://pl.wikipedia.org/wiki/Wadowice,49.8825,19.494444,0926921,>10k
Wałbrzych,Wałbrzych[a],dolnośląskie,8470,109971,1298,https://pl.wikipedia.org/wiki/Wa%C5%82brzych,50.770833,16.273889,0983681,>100k
Wałcz,wałecki,zachodniopomorskie,3817,24949,654,https://pl.wikipedia.org/wiki/Wa%C5%82cz,53.276944,16.463333,0967245,>10k
Warka,grójecki,mazowieckie,2677,11926,445,https://pl.wikipedia.org/wiki/Warka,51.783333,21.186389,0973978,>10k
Warszawa,m.st. Warszawa[a],mazowieckie,51724,1794166,3469,https://pl.wikipedia.org/wiki/Warszawa,52.232222,21.008333,0918123,>500k
Warta,sieradzki,łódzkie,1085,3208,296,https://pl.wikipedia.org/wiki/Warta_(miasto),51.708056,18.625,0976557,<10k
Wasilków,białostocki,podlaskie,2826,11802,418,https://pl.wikipedia.org/wiki/Wasilk%C3%B3w,53.2,23.204444,0923526,>10k
Wąbrzeźno,wąbrzeski,kujawsko-pomorskie,853,13400,1571,https://pl.wikipedia.org/wiki/W%C4%85brze%C5%BAno,53.279722,18.945833,0983652,>10k
Wąchock,starachowicki,świętokrzyskie,1602,2724,170,https://pl.wikipedia.org/wiki/W%C4%85chock,51.074167,21.013611,0276802,<10k
Wągrowiec,wągrowiecki,wielkopolskie,1783,25607,1436,https://pl.wikipedia.org/wiki/W%C4%85growiec,52.806944,17.206944,0967297,>10k
Wąsosz,górowski,dolnośląskie,324,2647,817,https://pl.wikipedia.org/wiki/W%C4%85sosz_(wojew%C3%B3dztwo_dolno%C5%9Bl%C4%85skie),51.563056,16.691944,0954662,<10k
Wejherowo,wejherowski,pomorskie,2699,49099,1819,https://pl.wikipedia.org/wiki/Wejherowo,54.604167,18.248889,0934984,>10k
Węgliniec,zgorzelecki,dolnośląskie,873,2802,321,https://pl.wikipedia.org/wiki/W%C4%99gliniec,51.288333,15.225556,0936492,<10k
Węgorzewo,węgorzewski,warmińsko-mazurskie,1088,11144,1024,https://pl.wikipedia.org/wiki/W%C4%99gorzewo,54.213889,21.741389,0977947,>10k
Węgorzyno,łobeski,zachodniopomorskie,685,2771,405,https://pl.wikipedia.org/wiki/W%C4%99gorzyno,53.538889,15.562778,0980062,<10k
Węgrów,węgrowski,mazowieckie,3551,12452,351,https://pl.wikipedia.org/wiki/W%C4%99gr%C3%B3w,52.399167,22.016389,0975871,>10k
Wiązów,strzeliński,dolnośląskie,916,2198,240,https://pl.wikipedia.org/wiki/Wi%C4%85z%C3%B3w,50.815278,17.203611,0987437,<10k
Wielbark,szczycieński,warmińsko-mazurskie,1842,2981,162,https://pl.wikipedia.org/wiki/Wielbark,53.397778,20.946111,0490470,<10k
Wieleń,czarnkowsko-trzcianecki,wielkopolskie,446,5758,1291,https://pl.wikipedia.org/wiki/Wiele%C5%84,52.892222,16.173611,0967334,<10k
Wielichowo,grodziski,wielkopolskie,124,1774,1431,https://pl.wikipedia.org/wiki/Wielichowo,52.118889,16.349444,0971620,<10k
Wieliczka,wielicki,małopolskie,1341,24215,1806,https://pl.wikipedia.org/wiki/Wieliczka,49.986111,20.061667,0952232,>10k
Wieluń,wieluński,łódzkie,1687,21892,1298,https://pl.wikipedia.org/wiki/Wielu%C5%84,51.2225,18.573889,0976586,>10k
Wieruszów,wieruszowski,łódzkie,597,8446,1415,https://pl.wikipedia.org/wiki/Wierusz%C3%B3w,51.295278,18.151944,0937400,<10k
Więcbork,sępoleński,kujawsko-pomorskie,431,5900,1369,https://pl.wikipedia.org/wiki/Wi%C4%99cbork,53.35,17.483333,0929820,<10k
Wilamowice,bielski,śląskie,1036,3142,303,https://pl.wikipedia.org/wiki/Wilamowice,49.916389,19.151944,0926996,<10k
Wiskitki,żyrardowski,mazowieckie,661,1347,204,https://pl.wikipedia.org/wiki/Wiskitki,52.086944,20.382778,0739656[3],<10k
Wisła,cieszyński,śląskie,11017,11007,100,https://pl.wikipedia.org/wiki/Wis%C5%82a_(miasto),49.647222,18.8675,0927091,>10k
Wiślica,buski,świętokrzyskie,471,506,107,https://pl.wikipedia.org/wiki/Wi%C5%9Blica,50.348611,20.674167,0277470,<10k
Witkowo,gnieźnieński,wielkopolskie,831,7706,927,https://pl.wikipedia.org/wiki/Witkowo,52.438889,17.774167,0949388,<10k
Witnica,gorzowski,lubuskie,824,6666,809,https://pl.wikipedia.org/wiki/Witnica,52.677778,14.891389,0935794,<10k
Wleń,lwówecki,dolnośląskie,722,1725,239,https://pl.wikipedia.org/wiki/Wle%C5%84,51.016667,15.670556,0936500,<10k
Władysławowo,pucki,pomorskie,1367,9830,719,https://pl.wikipedia.org/wiki/W%C5%82adys%C5%82awowo,54.793092,18.414358,0935015,<10k
Włocławek,Włocławek[a],kujawsko-pomorskie,8508,108561,1276,https://pl.wikipedia.org/wiki/W%C5%82oc%C5%82awek,52.660833,19.068611,0984752,>100k
Włodawa,włodawski,lubelskie,1797,12915,719,https://pl.wikipedia.org/wiki/W%C5%82odawa,51.544722,23.547778,0930294,>10k
Włoszczowa,włoszczowski,świętokrzyskie,3030,9798,323,https://pl.wikipedia.org/wiki/W%C5%82oszczowa,50.854167,19.966944,0948472,<10k
Wodzisław,jędrzejowski,świętokrzyskie,794,1082,136,https://pl.wikipedia.org/wiki/Wodzis%C5%82aw,50.52,20.190556,0279686,<10k
Wodzisław Śląski,wodzisławski,śląskie,4951,47576,961,https://pl.wikipedia.org/wiki/Wodzis%C5%82aw_%C5%9Al%C4%85ski,50.002778,18.463056,0944853,>10k
Wojcieszów,złotoryjski,dolnośląskie,3217,3572,111,https://pl.wikipedia.org/wiki/Wojciesz%C3%B3w,50.954722,15.923056,0936517,<10k
Wojkowice,będziński,śląskie,1279,8877,694,https://pl.wikipedia.org/wiki/Wojkowice,50.364722,19.036667,0945232,<10k
Wojnicz,tarnowski,małopolskie,850,3310,389,https://pl.wikipedia.org/wiki/Wojnicz,49.957778,20.839444,0836276,<10k
Wolbórz,piotrkowski,łódzkie,1518,2301,152,https://pl.wikipedia.org/wiki/Wolb%C3%B3rz,51.500833,19.832222,0556648,<10k
Wolbrom,olkuski,małopolskie,1012,8480,838,https://pl.wikipedia.org/wiki/Wolbrom,50.385556,19.759444,0945315,<10k
Wolin,kamieński,zachodniopomorskie,1447,4739,328,https://pl.wikipedia.org/wiki/Wolin_(miasto),53.841389,14.611389,0980079,<10k
Wolsztyn,wolsztyński,wielkopolskie,478,12859,2690,https://pl.wikipedia.org/wiki/Wolsztyn,52.114167,16.116944,0988632,>10k
Wołczyn,kluczborski,opolskie,747,5787,775,https://pl.wikipedia.org/wiki/Wo%C5%82czyn,51.018556,18.048278,0965996,<10k
Wołomin,wołomiński,mazowieckie,1724,36848,2137,https://pl.wikipedia.org/wiki/Wo%C5%82omin,52.346667,21.241944,0921792,>10k
Wołów,wołowski,dolnośląskie,1854,12298,663,https://pl.wikipedia.org/wiki/Wo%C5%82%C3%B3w,51.336667,16.644444,0987466,>10k
Woźniki,lubliniecki,śląskie,7101,4298,61,https://pl.wikipedia.org/wiki/Wo%C5%BAniki,50.586667,19.060556,0932494,<10k
Wrocław,Wrocław[a],dolnośląskie,29282,641928,2192,https://pl.wikipedia.org/wiki/Wroc%C5%82aw,51.11,17.022222,0986283,>500k
Wronki,szamotulski,wielkopolskie,581,11064,1904,https://pl.wikipedia.org/wiki/Wronki,52.707778,16.378611,0967386,>10k
Września,wrzesiński,wielkopolskie,1273,31000,2435,https://pl.wikipedia.org/wiki/Wrze%C5%9Bnia,52.325111,17.56525,0971637,>10k
Wschowa,wschowski,lubuskie,925,13717,1483,https://pl.wikipedia.org/wiki/Wschowa,51.801389,16.315556,0954685,>10k
Wyrzysk,pilski,wielkopolskie,412,5131,1245,https://pl.wikipedia.org/wiki/Wyrzysk,53.153611,17.266944,0967392,<10k
Wysoka,pilski,wielkopolskie,482,2614,542,https://pl.wikipedia.org/wiki/Wysoka_(powiat_pilski),53.181667,17.079722,0967417,<10k
Wysokie Mazowieckie,wysokomazowiecki,podlaskie,1524,9336,613,https://pl.wikipedia.org/wiki/Wysokie_Mazowieckie,52.916667,22.514444,0957620,<10k
Wyszków,wyszkowski,mazowieckie,2078,26980,1298,https://pl.wikipedia.org/wiki/Wyszk%C3%B3w,52.593056,21.459167,0966470,>10k
Wyszogród,płocki,mazowieckie,1297,2569,198,https://pl.wikipedia.org/wiki/Wyszogr%C3%B3d_(wojew%C3%B3dztwo_mazowieckie),52.388889,20.190833,0969356,<10k
Wyśmierzyce,białobrzeski,mazowieckie,1684,896,53,https://pl.wikipedia.org/wiki/Wy%C5%9Bmierzyce,51.625,20.813333,0974044,<10k
Zabłudów,białostocki,podlaskie,1430,2490,174,https://pl.wikipedia.org/wiki/Zab%C5%82ud%C3%B3w,53.015278,23.335278,0923578,<10k
Zabrze,Zabrze[a],śląskie,8040,170924,2126,https://pl.wikipedia.org/wiki/Zabrze,50.3025,18.778056,0945380,>100k
Zagórów,słupecki,wielkopolskie,344,2902,844,https://pl.wikipedia.org/wiki/Zag%C3%B3r%C3%B3w,52.165556,17.891667,0949431,<10k
Zagórz,sanocki,podkarpackie,2229,5093,228,https://pl.wikipedia.org/wiki/Zag%C3%B3rz,49.502778,22.261944,0953881,<10k
Zakliczyn,tarnowski,małopolskie,402,1628,405,https://pl.wikipedia.org/wiki/Zakliczyn,49.856111,20.813889,0837436,<10k
Zaklików,stalowowolski,podkarpackie,1142,2954,259,https://pl.wikipedia.org/wiki/Zaklik%C3%B3w,50.756667,22.101667,0810615,<10k
Zakopane,tatrzański,małopolskie,8426,26846,319,https://pl.wikipedia.org/wiki/Zakopane,49.299444,19.951944,0963773,>10k
Zakroczym,nowodworski,mazowieckie,1997,3149,158,https://pl.wikipedia.org/wiki/Zakroczym,52.433333,20.611944,0921869,<10k
Zalewo,iławski,warmińsko-mazurskie,822,2129,259,https://pl.wikipedia.org/wiki/Zalewo,53.845872,19.603492,0965000,<10k
Zambrów,zambrowski,podlaskie,1902,21921,1153,https://pl.wikipedia.org/wiki/Zambr%C3%B3w,52.985556,22.241111,0957637,>10k
Zamość,Zamość[a],lubelskie,3034,62785,2069,https://pl.wikipedia.org/wiki/Zamo%C5%9B%C4%87,50.720556,23.258611,0987510,>50k
Zator,oświęcimski,małopolskie,1152,3616,314,https://pl.wikipedia.org/wiki/Zator_(wojew%C3%B3dztwo_ma%C5%82opolskie),49.996389,19.438056,0927576,<10k
Zawadzkie,strzelecki,opolskie,1646,7032,427,https://pl.wikipedia.org/wiki/Zawadzkie,50.609444,18.48,0966004,<10k
Zawichost,sandomierski,świętokrzyskie,2029,1713,84,https://pl.wikipedia.org/wiki/Zawichost,50.806667,21.856389,0981417,<10k
Zawidów,zgorzelecki,dolnośląskie,607,4132,681,https://pl.wikipedia.org/wiki/Zawid%C3%B3w,51.02615,15.062383,0936523,<10k
Zawiercie,zawierciański,śląskie,8525,48703,571,https://pl.wikipedia.org/wiki/Zawiercie,50.4875,19.416389,0945491,>10k
Ząbki,wołomiński,mazowieckie,1098,38546,3511,https://pl.wikipedia.org/wiki/Z%C4%85bki,52.292778,21.116111,0921958,>10k
Ząbkowice Śląskie,ząbkowicki,dolnośląskie,1367,14728,1077,https://pl.wikipedia.org/wiki/Z%C4%85bkowice_%C5%9Al%C4%85skie,50.591408,16.812742,0984692,>10k
Zbąszynek,świebodziński,lubuskie,358,4997,1396,https://pl.wikipedia.org/wiki/Zb%C4%85szynek,52.242222,15.816389,0988649,<10k
Zbąszyń,nowotomyski,wielkopolskie,542,7213,1331,https://pl.wikipedia.org/wiki/Zb%C4%85szy%C5%84,52.253056,15.917778,0988655,<10k
